Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt,Min 
4608,popB,58,62,108,1.0,0.063,1.0
4609,popB,59,61,70,1.0,0.063,1.0
4610,popB,59,61,64,0.5,0.063,1.0
4611,popB,58,62,115,0.5,0.072,1.0
4612,popB,59,61,31,1.0,0.088,1.0
4613,popB,60,60,74,1.0,0.085,1.0
4614,popB,60,60,84,1.0,0.085,1.0
4615,popB,59,61,11,0.5,0.087,1.0
4616,popB,60,60,97,1.0,0.086,1.0
4617,popB,61,59,105,1.0,0.087,1.0
4618,popB,61,59,77,1.0,0.087,1.0
4619,popB,60,60,57,0.5,0.089,1.0
4620,popB,61,59,3,1.0,0.087,1.0
4621,popB,61,59,57,0.5,0.087,1.0
4622,popB,61,59,3,1.0,0.087,1.0
4623,popB,61,59,105,1.0,0.087,1.0
4624,popB,61,59,28,0.5,0.087,1.0
4625,popB,61,59,47,1.0,0.087,1.0
4626,popB,61,59,0,1.0,0.087,1.0
4627,popB,61,59,70,1.0,0.087,1.0
4628,popB,60,60,106,0.5,0.080,1.0
4629,popB,60,60,49,0.5,0.081,1.0
4630,popB,59,61,71,0.5,0.086,1.0
4631,popB,59,61,43,0.5,0.087,1.0
4632,popB,59,61,80,1.0,0.087,1.0
4633,popB,58,62,9,0.5,0.079,1.0
4634,popB,58,62,33,1.0,0.079,1.0
4635,popB,58,62,69,1.0,0.079,1.0
4636,popB,58,62,89,1.0,0.079,1.0
4637,popB,58,62,66,0.5,0.079,1.0
4638,popB,57,63,60,0.5,0.086,1.0
4639,popB,57,63,45,1.0,0.086,1.0
4640,popB,58,62,111,1.0,0.086,1.0
4641,popB,57,63,8,0.5,0.063,1.0
4642,popB,57,63,96,0.5,0.063,1.0
4643,popB,57,63,35,1.0,0.063,1.0
4644,popB,57,63,104,0.5,0.063,1.0
4645,popB,57,63,87,0.5,0.063,1.0
4646,popB,57,63,114,1.0,0.063,1.0
4647,popB,57,63,41,1.0,0.063,1.0
4648,popB,56,64,97,0.5,0.085,1.0
4649,popB,57,63,107,1.0,0.086,1.0
4650,popB,57,63,33,1.0,0.086,1.0
4651,popB,58,62,14,1.0,0.085,1.0
4652,popB,58,62,65,0.5,0.085,1.0
4653,popB,58,62,25,1.0,0.085,1.0
4654,popB,58,62,0,1.0,0.085,1.0
4655,popB,59,61,60,1.0,0.078,1.0
4656,popB,60,60,17,1.0,0.086,1.0
4657,popB,60,60,106,0.5,0.086,1.0
4658,popB,61,59,57,1.0,0.086,1.0
4659,popB,61,59,31,1.0,0.087,1.0
4660,popB,62,58,16,1.0,0.087,1.0
4661,popB,63,57,91,1.0,0.088,1.0
4662,popB,62,58,70,0.5,0.087,1.0
4663,popB,62,58,106,0.5,0.087,1.0
4664,popB,63,57,43,1.0,0.087,1.0
4665,popB,64,56,70,1.0,0.089,1.0
4666,popB,64,56,33,1.0,0.087,1.0
4667,popB,64,56,110,1.0,0.087,1.0
4668,popB,64,56,85,0.5,0.087,1.0
4669,popB,63,57,38,0.5,0.087,1.0
4670,popB,64,56,1,1.0,0.087,1.0
4671,popB,63,57,14,0.5,0.086,1.0
4672,popB,64,56,115,1.0,0.066,1.0
4673,popB,65,55,59,1.0,0.067,1.0
4674,popB,64,56,7,0.5,0.067,1.0
4675,popB,64,56,5,1.0,0.067,1.0
4676,popB,63,57,12,0.5,0.067,1.0
4677,popB,62,58,53,0.5,0.067,1.0
4678,popB,63,57,56,1.0,0.067,1.0
4679,popB,62,58,30,0.5,0.068,1.0
4680,popB,63,57,61,1.0,0.068,1.0
4681,popB,64,56,113,1.0,0.068,1.0
4682,popB,65,55,83,1.0,0.105,1.0
4683,popB,66,54,54,1.0,0.104,1.0
4684,popB,66,54,80,1.0,0.104,1.0
4685,popB,65,55,42,0.5,0.105,1.0
4686,popB,66,54,11,1.0,0.105,1.0
4687,popB,65,55,84,0.5,0.089,1.0
4688,popB,64,56,4,0.5,0.089,1.0
4689,popB,65,55,49,1.0,0.090,1.0
4690,popB,65,55,12,0.5,0.089,1.0
4691,popB,66,54,18,1.0,0.088,1.0
4692,popB,66,54,66,0.5,0.090,1.0
4693,popB,67,53,65,1.0,0.074,1.0
4694,popB,67,53,71,0.5,0.074,1.0
4695,popB,67,53,116,0.5,0.074,1.0
4696,popB,68,52,81,1.0,0.091,1.0
4697,popB,68,52,40,1.0,0.091,1.0
4698,popB,68,52,94,1.0,0.091,1.0
4699,popB,67,53,33,0.5,0.090,1.0
4700,popB,67,53,106,0.5,0.089,1.0
4701,popB,67,53,66,0.5,0.089,1.0
4702,popB,66,54,65,0.5,0.105,1.0
4703,popB,66,54,17,1.0,0.105,1.0
4704,popB,66,54,37,1.0,0.105,1.0
4705,popB,65,55,93,0.5,0.091,1.0
4706,popB,65,55,105,1.0,0.091,1.0
4707,popB,65,55,21,0.5,0.091,1.0
4708,popB,64,56,31,0.5,0.090,1.0
4709,popB,65,55,34,1.0,0.090,1.0
4710,popB,64,56,86,0.5,0.088,1.0
4711,popB,64,56,77,1.0,0.087,1.0
4712,popB,63,57,61,0.5,0.088,1.0
4713,popB,63,57,48,1.0,0.087,1.0
4714,popB,63,57,102,1.0,0.087,1.0
4715,popB,62,58,5,0.5,0.087,1.0
4716,popB,63,57,96,1.0,0.106,1.0
4717,popB,63,57,17,1.0,0.106,1.0
4718,popB,62,58,54,0.5,0.107,1.0
4719,popB,62,58,34,1.0,0.107,1.0
4720,popB,62,58,119,0.5,0.107,1.0
4721,popB,61,59,36,0.5,0.106,1.0
4722,popB,62,58,54,1.0,0.105,1.0
4723,popB,62,58,25,1.0,0.105,1.0
4724,popB,62,58,56,1.0,0.105,1.0
4725,popB,63,57,97,1.0,0.105,1.0
4726,popB,63,57,87,0.5,0.105,1.0
4727,popB,62,58,107,0.5,0.087,1.0
4728,popB,62,58,78,0.5,0.087,1.0
4729,popB,61,59,74,0.5,0.073,1.0
4730,popB,61,59,102,1.0,0.072,1.0
4731,popB,60,60,96,0.5,0.074,1.0
4732,popB,59,61,40,0.5,0.072,1.0
4733,popB,59,61,103,0.5,0.072,1.0
4734,popB,58,62,59,0.5,0.068,1.0
4735,popB,59,61,36,1.0,0.087,1.0
4736,popB,58,62,115,0.5,0.086,1.0
4737,popB,57,63,0,0.5,0.087,1.0
4738,popB,58,62,104,1.0,0.086,1.0
4739,popB,58,62,48,1.0,0.087,1.0
4740,popB,58,62,69,1.0,0.087,1.0
4741,popB,57,63,56,0.5,0.087,1.0
4742,popB,57,63,41,1.0,0.087,1.0
4743,popB,56,64,3,0.5,0.087,1.0
4744,popB,56,64,72,1.0,0.087,1.0
4745,popB,57,63,7,1.0,0.087,1.0
4746,popB,57,63,74,0.5,0.087,1.0
4747,popB,56,64,95,0.5,0.088,1.0
4748,popB,56,64,82,0.5,0.088,1.0
4749,popB,56,64,61,0.5,0.088,1.0
4750,popB,55,65,90,0.5,0.088,1.0
4751,popB,56,64,96,1.0,0.087,1.0
4752,popB,57,63,74,1.0,0.087,1.0
4753,popB,58,62,42,1.0,0.087,1.0
4754,popB,57,63,27,0.5,0.105,1.0
4755,popB,57,63,11,1.0,0.104,1.0
4756,popB,58,62,53,1.0,0.087,1.0
4757,popB,59,61,78,1.0,0.089,1.0
4758,popB,59,61,106,0.5,0.089,1.0
4759,popB,60,60,38,1.0,0.072,1.0
4760,popB,60,60,75,0.5,0.072,1.0
4761,popB,60,60,92,1.0,0.072,1.0
4762,popB,60,60,45,1.0,0.072,1.0
4763,popB,60,60,69,1.0,0.072,1.0
4764,popB,59,61,89,0.5,0.071,1.0
4765,popB,59,61,50,0.5,0.071,1.0
4766,popB,58,62,48,0.5,0.090,1.0
4767,popB,58,62,78,1.0,0.090,1.0
4768,popB,57,63,96,0.5,0.089,1.0
4769,popB,56,64,58,0.5,0.087,1.0
4770,popB,57,63,0,1.0,0.086,1.0
4771,popB,57,63,82,0.5,0.086,1.0
4772,popB,56,64,92,0.5,0.086,1.0
4773,popB,55,65,35,0.5,0.084,1.0
4774,popB,55,65,110,1.0,0.084,1.0
4775,popB,54,66,98,0.5,0.085,1.0
4776,popB,54,66,6,0.5,0.085,1.0
4777,popB,55,65,59,1.0,0.087,1.0
4778,popB,54,66,55,0.5,0.102,1.0
4779,popB,54,66,26,1.0,0.102,1.0
4780,popB,55,65,3,1.0,0.102,1.0
4781,popB,55,65,95,0.5,0.102,1.0
4782,popB,54,66,83,0.5,0.102,1.0
4783,popB,54,66,75,0.5,0.102,1.0
4784,popB,53,67,23,0.5,0.085,1.0
4785,popB,54,66,27,1.0,0.086,1.0
4786,popB,54,66,104,1.0,0.085,1.0
4787,popB,54,66,66,0.5,0.085,1.0
4788,popB,53,67,113,0.5,0.083,1.0
4789,popB,54,66,35,1.0,0.085,1.0
4790,popB,54,66,43,1.0,0.085,1.0
4791,popB,55,65,55,1.0,0.066,1.0
4792,popB,55,65,111,1.0,0.067,1.0
4793,popB,56,64,64,1.0,0.067,1.0
4794,popB,56,64,45,1.0,0.067,1.0
4795,popB,56,64,40,0.5,0.067,1.0
4796,popB,56,64,115,0.5,0.067,1.0
4797,popB,56,64,55,1.0,0.067,1.0
4798,popB,57,63,93,1.0,0.067,1.0
4799,popB,58,62,21,1.0,0.087,1.0
4800,popB,57,63,60,0.5,0.086,1.0
4801,popB,56,64,22,0.5,0.087,1.0
4802,popB,56,64,97,1.0,0.087,1.0
4803,popB,56,64,90,0.5,0.087,1.0
4804,popB,57,63,48,1.0,0.067,1.0
4805,popB,58,62,100,1.0,0.063,1.0
4806,popB,57,63,57,0.5,0.063,1.0
4807,popB,57,63,101,0.5,0.062,1.0
4808,popB,57,63,43,1.0,0.062,1.0
4809,popB,58,62,63,1.0,0.063,1.0
4810,popB,59,61,31,1.0,0.062,1.0
4811,popB,60,60,118,1.0,0.062,1.0
4812,popB,61,59,5,1.0,0.062,1.0
4813,popB,61,59,56,0.5,0.062,1.0
4814,popB,62,58,107,1.0,0.062,1.0
4815,popB,62,58,49,1.0,0.062,1.0
4816,popB,62,58,69,1.0,0.062,1.0
4817,popB,62,58,110,1.0,0.062,1.0
4818,popB,62,58,13,0.5,0.062,1.0
4819,popB,62,58,93,1.0,0.062,1.0
4820,popB,63,57,30,1.0,0.062,1.0
4821,popB,62,58,34,0.5,0.062,1.0
4822,popB,62,58,7,1.0,0.071,1.0
4823,popB,61,59,49,0.5,0.078,1.0
4824,popB,60,60,21,0.5,0.104,1.0
4825,popB,59,61,27,0.5,0.104,1.0
4826,popB,59,61,28,0.5,0.104,1.0
4827,popB,60,60,4,1.0,0.104,1.0
4828,popB,59,61,118,0.5,0.087,1.0
4829,popB,60,60,24,1.0,0.105,1.0
4830,popB,61,59,119,1.0,0.105,1.0
4831,popB,61,59,50,0.5,0.105,1.0
4832,popB,61,59,51,0.5,0.105,1.0
4833,popB,61,59,47,1.0,0.105,1.0
4834,popB,62,58,58,1.0,0.089,1.0
4835,popB,62,58,2,1.0,0.089,1.0
4836,popB,62,58,63,1.0,0.089,1.0
4837,popB,62,58,45,1.0,0.089,1.0
4838,popB,62,58,109,1.0,0.089,1.0
4839,popB,62,58,37,1.0,0.089,1.0
4840,popB,62,58,44,1.0,0.089,1.0
4841,popB,61,59,44,0.5,0.104,1.0
4842,popB,60,60,1,0.5,0.105,1.0
4843,popB,59,61,25,0.5,0.087,1.0
4844,popB,59,61,25,0.5,0.087,1.0
4845,popB,60,60,96,1.0,0.087,1.0
4846,popB,60,60,55,1.0,0.087,1.0
4847,popB,60,60,48,1.0,0.087,1.0
4848,popB,60,60,2,1.0,0.087,1.0
4849,popB,61,59,32,1.0,0.088,1.0
4850,popB,60,60,37,0.5,0.066,1.0
4851,popB,61,59,9,1.0,0.065,1.0
4852,popB,60,60,76,0.5,0.065,1.0
4853,popB,60,60,4,1.0,0.066,1.0
4854,popB,60,60,23,0.5,0.066,1.0
4855,popB,61,59,27,1.0,0.068,1.0
4856,popB,60,60,53,0.5,0.084,1.0
4857,popB,60,60,45,1.0,0.084,1.0
4858,popB,61,59,118,1.0,0.085,1.0
4859,popB,61,59,109,1.0,0.085,1.0
4860,popB,61,59,85,0.5,0.085,1.0
4861,popB,60,60,16,0.5,0.084,1.0
4862,popB,60,60,36,1.0,0.084,1.0
4863,popB,60,60,68,0.5,0.084,1.0
4864,popB,60,60,74,1.0,0.084,1.0
4865,popB,60,60,35,1.0,0.084,1.0
4866,popB,61,59,113,1.0,0.070,1.0
4867,popB,61,59,59,1.0,0.071,1.0
4868,popB,61,59,88,0.5,0.071,1.0
4869,popB,61,59,111,1.0,0.071,1.0
4870,popB,61,59,0,1.0,0.071,1.0
4871,popB,61,59,86,0.5,0.071,1.0
4872,popB,60,60,110,0.5,0.084,1.0
4873,popB,60,60,54,1.0,0.083,1.0
4874,popB,61,59,79,1.0,0.088,1.0
4875,popB,62,58,83,1.0,0.069,1.0
4876,popB,61,59,94,0.5,0.087,1.0
4877,popB,62,58,29,1.0,0.088,1.0
4878,popB,62,58,111,1.0,0.088,1.0
4879,popB,63,57,57,1.0,0.105,1.0
4880,popB,63,57,64,1.0,0.105,1.0
4881,popB,63,57,86,0.5,0.105,1.0
4882,popB,64,56,40,1.0,0.106,1.0
4883,popB,64,56,87,0.5,0.106,1.0
4884,popB,64,56,18,1.0,0.106,1.0
4885,popB,64,56,72,1.0,0.106,1.0
4886,popB,64,56,60,0.5,0.106,1.0
4887,popB,63,57,111,0.5,0.089,1.0
4888,popB,64,56,87,1.0,0.108,1.0
4889,popB,63,57,102,0.5,0.089,1.0
4890,popB,62,58,0,0.5,0.088,1.0
4891,popB,61,59,7,0.5,0.088,1.0
4892,popB,62,58,95,1.0,0.107,1.0
4893,popB,61,59,45,0.5,0.105,1.0
4894,popB,61,59,71,0.5,0.104,1.0
4895,popB,61,59,101,0.5,0.104,1.0
4896,popB,62,58,112,1.0,0.104,1.0
4897,popB,62,58,96,1.0,0.104,1.0
4898,popB,61,59,72,0.5,0.103,1.0
4899,popB,61,59,114,1.0,0.103,1.0
4900,popB,60,60,64,0.5,0.103,1.0
4901,popB,59,61,81,0.5,0.087,1.0
4902,popB,58,62,18,0.5,0.103,1.0
4903,popB,57,63,97,0.5,0.084,1.0
4904,popB,56,64,59,0.5,0.083,1.0
4905,popB,55,65,36,0.5,0.084,1.0
4906,popB,55,65,115,0.5,0.084,1.0
4907,popB,55,65,70,1.0,0.084,1.0
4908,popB,55,65,81,0.5,0.084,1.0
4909,popB,55,65,105,1.0,0.084,1.0
4910,popB,55,65,73,0.5,0.084,1.0
4911,popB,54,66,91,0.5,0.083,1.0
4912,popB,54,66,104,1.0,0.085,1.0
4913,popB,53,67,52,0.5,0.086,1.0
4914,popB,53,67,77,1.0,0.086,1.0
4915,popB,53,67,50,0.5,0.086,1.0
4916,popB,53,67,66,0.5,0.086,1.0
4917,popB,53,67,70,1.0,0.086,1.0
4918,popB,53,67,65,0.5,0.086,1.0
4919,popB,54,66,53,1.0,0.086,1.0
4920,popB,55,65,98,1.0,0.085,1.0
4921,popB,55,65,64,0.5,0.084,1.0
4922,popB,54,66,31,0.5,0.062,1.0
4923,popB,54,66,86,0.5,0.062,1.0
4924,popB,54,66,4,1.0,0.062,1.0
4925,popB,54,66,64,0.5,0.062,1.0
4926,popB,54,66,39,0.5,0.062,1.0
4927,popB,53,67,35,0.5,0.063,1.0
4928,popB,52,68,48,0.5,0.067,1.0
4929,popB,53,67,25,1.0,0.067,1.0
4930,popB,52,68,30,0.5,0.063,1.0
4931,popB,52,68,2,1.0,0.063,1.0
4932,popB,52,68,52,0.5,0.063,1.0
4933,popB,52,68,25,1.0,0.063,1.0
4934,popB,51,69,108,0.5,0.063,1.0
4935,popB,52,68,66,1.0,0.063,1.0
4936,popB,53,67,49,1.0,0.087,1.0
4937,popB,53,67,91,0.5,0.086,1.0
4938,popB,53,67,11,1.0,0.086,1.0
4939,popB,54,66,68,1.0,0.087,1.0
4940,popB,54,66,84,0.5,0.092,1.0
4941,popB,54,66,116,0.5,0.092,1.0
4942,popB,54,66,96,1.0,0.092,1.0
4943,popB,55,65,81,1.0,0.092,1.0
4944,popB,54,66,41,0.5,0.067,1.0
4945,popB,53,67,43,0.5,0.067,1.0
4946,popB,53,67,116,0.5,0.067,1.0
4947,popB,54,66,36,1.0,0.101,1.0
4948,popB,55,65,97,1.0,0.086,1.0
4949,popB,55,65,30,0.5,0.086,1.0
4950,popB,55,65,97,1.0,0.086,1.0
4951,popB,55,65,44,0.5,0.086,1.0
4952,popB,55,65,46,0.5,0.086,1.0
4953,popB,55,65,29,1.0,0.086,1.0
4954,popB,55,65,82,0.5,0.086,1.0
4955,popB,55,65,2,1.0,0.086,1.0
4956,popB,55,65,105,1.0,0.086,1.0
4957,popB,55,65,5,1.0,0.086,1.0
4958,popB,55,65,16,0.5,0.086,1.0
4959,popB,55,65,112,1.0,0.086,1.0
4960,popB,56,64,46,1.0,0.086,1.0
4961,popB,57,63,65,1.0,0.086,1.0
4962,popB,58,62,88,1.0,0.070,1.0
4963,popB,57,63,109,0.5,0.093,1.0
4964,popB,57,63,18,0.5,0.069,1.0
4965,popB,57,63,10,1.0,0.069,1.0
4966,popB,58,62,111,1.0,0.070,1.0
4967,popB,58,62,116,0.5,0.070,1.0
4968,popB,58,62,39,0.5,0.070,1.0
4969,popB,58,62,91,0.5,0.070,1.0
4970,popB,58,62,56,0.5,0.070,1.0
4971,popB,58,62,23,0.5,0.070,1.0
4972,popB,57,63,55,0.5,0.092,1.0
4973,popB,56,64,80,0.5,0.068,1.0
4974,popB,55,65,100,0.5,0.075,1.0
4975,popB,55,65,47,1.0,0.086,1.0
4976,popB,54,66,118,0.5,0.101,1.0
4977,popB,55,65,41,1.0,0.088,1.0
4978,popB,56,64,12,1.0,0.088,1.0
4979,popB,57,63,75,1.0,0.089,1.0
4980,popB,56,64,58,0.5,0.088,1.0
4981,popB,55,65,112,0.5,0.088,1.0
4982,popB,55,65,97,1.0,0.088,1.0
4983,popB,54,66,17,0.5,0.100,1.0
4984,popB,53,67,42,0.5,0.100,1.0
4985,popB,54,66,21,1.0,0.100,1.0
4986,popB,53,67,97,0.5,0.100,1.0
4987,popB,53,67,91,0.5,0.100,1.0
4988,popB,52,68,24,0.5,0.100,1.0
4989,popB,52,68,91,0.5,0.100,1.0
4990,popB,53,67,72,1.0,0.091,1.0
4991,popB,54,66,35,1.0,0.085,1.0
4992,popB,54,66,4,1.0,0.085,1.0
4993,popB,54,66,92,0.5,0.085,1.0
4994,popB,55,65,8,1.0,0.103,1.0
4995,popB,55,65,67,1.0,0.102,1.0
4996,popB,54,66,27,0.5,0.102,1.0
4997,popB,53,67,70,0.5,0.085,1.0
4998,popB,54,66,110,1.0,0.085,1.0
4999,popB,53,67,95,0.5,0.085,1.0
5000,popB,52,68,32,0.5,0.084,1.0
5001,popB,51,69,41,0.5,0.084,1.0
5002,popB,51,69,49,1.0,0.083,1.0
5003,popB,51,69,11,1.0,0.083,1.0
5004,popB,51,69,63,1.0,0.083,1.0
5005,popB,51,69,51,0.5,0.083,1.0
5006,popB,51,69,50,0.5,0.083,1.0
5007,popB,50,70,4,0.5,0.083,1.0
5008,popB,50,70,97,0.5,0.083,1.0
5009,popB,50,70,80,0.5,0.083,1.0
5010,popB,50,70,39,0.5,0.083,1.0
5011,popB,50,70,60,0.5,0.083,1.0
5012,popB,50,70,17,0.5,0.083,1.0
5013,popB,50,70,1,0.5,0.083,1.0
5014,popB,50,70,80,0.5,0.083,1.0
5015,popB,51,69,48,1.0,0.085,1.0
5016,popB,52,68,82,1.0,0.091,1.0
5017,popB,52,68,51,0.5,0.091,1.0
5018,popB,52,68,69,1.0,0.091,1.0
5019,popB,51,69,87,0.5,0.091,1.0
5020,popB,51,69,21,1.0,0.091,1.0
5021,popB,50,70,88,0.5,0.085,1.0
5022,popB,51,69,73,1.0,0.085,1.0
5023,popB,51,69,43,0.5,0.085,1.0
5024,popB,51,69,64,0.5,0.085,1.0
5025,popB,52,68,106,1.0,0.086,1.0
5026,popB,53,67,32,1.0,0.086,1.0
5027,popB,52,68,81,0.5,0.092,1.0
5028,popB,53,67,39,1.0,0.091,1.0
5029,popB,54,66,84,1.0,0.087,1.0
5030,popB,53,67,66,0.5,0.086,1.0
5031,popB,54,66,34,1.0,0.070,1.0
5032,popB,53,67,57,0.5,0.070,1.0
5033,popB,53,67,61,0.5,0.070,1.0
5034,popB,54,66,55,1.0,0.070,1.0
5035,popB,55,65,43,1.0,0.071,1.0
5036,popB,54,66,83,0.5,0.070,1.0
5037,popB,55,65,86,1.0,0.087,1.0
5038,popB,56,64,83,1.0,0.087,1.0
5039,popB,57,63,85,1.0,0.088,1.0
5040,popB,58,62,31,1.0,0.088,1.0
5041,popB,57,63,75,0.5,0.087,1.0
5042,popB,57,63,16,0.5,0.087,1.0
5043,popB,57,63,42,0.5,0.087,1.0
5044,popB,56,64,21,0.5,0.087,1.0
5045,popB,56,64,14,0.5,0.086,1.0
5046,popB,56,64,108,0.5,0.086,1.0
5047,popB,56,64,90,0.5,0.086,1.0
5048,popB,57,63,44,1.0,0.088,1.0
5049,popB,57,63,87,0.5,0.088,1.0
5050,popB,58,62,20,1.0,0.088,1.0
5051,popB,59,61,6,1.0,0.088,1.0
5052,popB,58,62,113,0.5,0.105,1.0
5053,popB,58,62,51,0.5,0.105,1.0
5054,popB,58,62,6,1.0,0.105,1.0
5055,popB,59,61,50,1.0,0.104,1.0
5056,popB,60,60,45,1.0,0.104,1.0
5057,popB,60,60,67,1.0,0.104,1.0
5058,popB,61,59,14,1.0,0.081,1.0
5059,popB,61,59,42,0.5,0.082,1.0
5060,popB,61,59,6,1.0,0.082,1.0
5061,popB,61,59,46,1.0,0.082,1.0
5062,popB,61,59,72,1.0,0.082,1.0
5063,popB,62,58,94,1.0,0.107,1.0
5064,popB,61,59,2,0.5,0.108,1.0
5065,popB,62,58,27,1.0,0.106,1.0
5066,popB,62,58,107,1.0,0.106,1.0
5067,popB,62,58,58,0.5,0.106,1.0
5068,popB,62,58,36,1.0,0.106,1.0
5069,popB,61,59,65,0.5,0.106,1.0
5070,popB,60,60,110,0.5,0.067,1.0
5071,popB,60,60,25,1.0,0.067,1.0
5072,popB,59,61,85,0.5,0.066,1.0
5073,popB,59,61,47,1.0,0.066,1.0
5074,popB,59,61,64,0.5,0.066,1.0
5075,popB,60,60,66,1.0,0.067,1.0
5076,popB,60,60,102,0.5,0.067,1.0
5077,popB,61,59,0,1.0,0.067,1.0
5078,popB,61,59,105,1.0,0.067,1.0
5079,popB,61,59,30,0.5,0.067,1.0
5080,popB,61,59,36,1.0,0.067,1.0
5081,popB,62,58,56,1.0,0.108,1.0
5082,popB,62,58,71,0.5,0.108,1.0
5083,popB,63,57,57,1.0,0.108,1.0
5084,popB,63,57,58,0.5,0.108,1.0
5085,popB,64,56,7,1.0,0.108,1.0
5086,popB,63,57,36,0.5,0.107,1.0
5087,popB,63,57,57,1.0,0.107,1.0
5088,popB,64,56,70,1.0,0.109,1.0
5089,popB,65,55,81,1.0,0.109,1.0
5090,popB,65,55,103,0.5,0.109,1.0
5091,popB,64,56,55,0.5,0.092,1.0
5092,popB,64,56,101,0.5,0.091,1.0
5093,popB,65,55,92,1.0,0.091,1.0
5094,popB,64,56,26,0.5,0.092,1.0
5095,popB,63,57,79,0.5,0.091,1.0
5096,popB,63,57,48,1.0,0.093,1.0
5097,popB,63,57,65,0.5,0.093,1.0
5098,popB,64,56,24,1.0,0.094,1.0
5099,popB,64,56,27,1.0,0.093,1.0
5100,popB,64,56,101,0.5,0.093,1.0
5101,popB,64,56,80,0.5,0.093,1.0
5102,popB,64,56,62,0.5,0.093,1.0
5103,popB,64,56,67,1.0,0.093,1.0
5104,popB,64,56,32,1.0,0.093,1.0
5105,popB,63,57,104,0.5,0.094,1.0
5106,popB,63,57,0,1.0,0.094,1.0
5107,popB,63,57,22,0.5,0.094,1.0
5108,popB,63,57,101,0.5,0.094,1.0
5109,popB,63,57,69,1.0,0.094,1.0
5110,popB,62,58,98,0.5,0.065,1.0
5111,popB,63,57,97,1.0,0.093,1.0
5112,popB,62,58,39,0.5,0.093,1.0
5113,popB,61,59,72,0.5,0.091,1.0
5114,popB,62,58,103,1.0,0.092,1.0
5115,popB,62,58,50,1.0,0.089,1.0
5116,popB,62,58,87,0.5,0.089,1.0
5117,popB,62,58,119,1.0,0.089,1.0
5118,popB,61,59,53,0.5,0.066,1.0
5119,popB,60,60,15,0.5,0.075,1.0
5120,popB,59,61,56,0.5,0.090,1.0
5121,popB,59,61,49,1.0,0.089,1.0
5122,popB,60,60,26,1.0,0.088,1.0
5123,popB,60,60,85,0.5,0.090,1.0
5124,popB,60,60,53,0.5,0.090,1.0
5125,popB,60,60,97,1.0,0.090,1.0
5126,popB,59,61,38,0.5,0.090,1.0
5127,popB,58,62,105,0.5,0.087,1.0
5128,popB,59,61,80,1.0,0.086,1.0
5129,popB,60,60,60,1.0,0.087,1.0
5130,popB,60,60,105,0.5,0.086,1.0
5131,popB,61,59,18,1.0,0.091,1.0
5132,popB,62,58,16,1.0,0.087,1.0
5133,popB,61,59,32,0.5,0.087,1.0
5134,popB,62,58,64,1.0,0.086,1.0
5135,popB,63,57,59,1.0,0.087,1.0
5136,popB,63,57,87,0.5,0.087,1.0
5137,popB,63,57,24,1.0,0.087,1.0
5138,popB,63,57,96,1.0,0.087,1.0
5139,popB,63,57,113,0.5,0.087,1.0
5140,popB,62,58,114,0.5,0.088,1.0
5141,popB,62,58,87,0.5,0.088,1.0
5142,popB,61,59,66,0.5,0.087,1.0
5143,popB,60,60,54,0.5,0.087,1.0
5144,popB,61,59,23,1.0,0.087,1.0
5145,popB,62,58,104,1.0,0.088,1.0
5146,popB,63,57,42,1.0,0.090,1.0
5147,popB,64,56,108,1.0,0.091,1.0
5148,popB,63,57,119,0.5,0.088,1.0
5149,popB,63,57,37,0.5,0.088,1.0
5150,popB,64,56,88,1.0,0.072,1.0
5151,popB,64,56,15,0.5,0.074,1.0
5152,popB,63,57,69,0.5,0.073,1.0
5153,popB,63,57,12,1.0,0.073,1.0
5154,popB,64,56,15,1.0,0.089,1.0
5155,popB,64,56,43,1.0,0.088,1.0
5156,popB,64,56,42,1.0,0.088,1.0
5157,popB,64,56,57,1.0,0.088,1.0
5158,popB,65,55,87,1.0,0.073,1.0
5159,popB,66,54,4,1.0,0.073,1.0
5160,popB,65,55,44,0.5,0.072,1.0
5161,popB,66,54,36,1.0,0.067,1.0
5162,popB,66,54,91,0.5,0.067,1.0
5163,popB,67,53,61,1.0,0.079,1.0
5164,popB,67,53,14,1.0,0.073,1.0
5165,popB,66,54,4,0.5,0.073,1.0
5166,popB,66,54,36,1.0,0.073,1.0
5167,popB,65,55,94,0.5,0.088,1.0
5168,popB,66,54,13,1.0,0.062,1.0
5169,popB,65,55,50,0.5,0.062,1.0
5170,popB,64,56,88,0.5,0.062,1.0
5171,popB,64,56,27,1.0,0.061,1.0
5172,popB,65,55,75,1.0,0.063,1.0
5173,popB,66,54,32,1.0,0.063,1.0
5174,popB,66,54,49,1.0,0.063,1.0
5175,popB,66,54,76,0.5,0.063,1.0
5176,popB,65,55,24,0.5,0.071,1.0
5177,popB,64,56,36,0.5,0.071,1.0
5178,popB,64,56,74,1.0,0.070,1.0
5179,popB,64,56,64,1.0,0.070,1.0
5180,popB,63,57,31,0.5,0.070,1.0
5181,popB,63,57,81,1.0,0.070,1.0
5182,popB,62,58,18,0.5,0.070,1.0
5183,popB,61,59,61,0.5,0.070,1.0
5184,popB,60,60,32,0.5,0.069,1.0
5185,popB,60,60,60,1.0,0.069,1.0
5186,popB,59,61,0,0.5,0.069,1.0
5187,popB,58,62,49,0.5,0.069,1.0
5188,popB,59,61,21,1.0,0.070,1.0
