Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Rate,Min
11,popB,67,53,93,48,1.12,48
12,popB,68,52,47,48,1.119,48
13,popB,67,53,86,100,1.121,48
14,popB,68,52,64,48,1.133,48
15,popB,68,52,61,48,1.133,48
16,popB,68,52,64,48,1.133,48
17,popB,68,52,105,100,1.133,48
18,popB,69,51,28,48,1.135,48
19,popB,70,50,94,48,1.134,48
20,popB,69,51,58,100,1.135,48
21,popB,69,51,67,48,1.135,48
22,popB,69,51,105,100,1.135,48
23,popB,68,52,103,100,1.133,48
24,popB,68,52,85,100,1.133,48
25,popB,67,53,35,100,1.131,48
26,popB,66,54,78,100,1.134,48
27,popB,66,54,117,48,1.134,48
28,popB,66,54,59,100,1.134,48
29,popB,66,54,8,48,1.134,48
30,popB,66,54,85,100,1.134,48
31,popB,67,53,84,48,1.131,48
32,popB,67,53,78,100,1.131,48
33,popB,66,54,44,100,1.135,48
34,popB,67,53,115,48,1.135,48
35,popB,68,52,1,48,1.135,48
36,popB,67,53,22,100,1.136,48
37,popB,67,53,6,100,1.136,48
38,popB,67,53,78,100,1.136,48
39,popB,66,54,71,100,1.141,48
40,popB,65,55,83,100,1.142,48
41,popB,65,55,1,48,1.142,48
42,popB,65,55,28,48,1.142,48
43,popB,65,55,49,100,1.142,48
44,popB,66,54,23,48,1.141,48
45,popB,67,53,65,48,1.139,48
46,popB,67,53,40,100,1.139,48
47,popB,67,53,63,100,1.139,48
48,popB,67,53,102,100,1.139,48
49,popB,66,54,119,100,1.14,48
50,popB,67,53,40,48,1.137,48
51,popB,68,52,74,48,1.136,48
52,popB,68,52,37,48,1.136,48
53,popB,68,52,106,48,1.136,48
54,popB,67,53,37,100,1.137,48
55,popB,67,53,118,48,1.137,48
56,popB,67,53,73,100,1.137,48
57,popB,67,53,103,100,1.137,48
58,popB,66,54,94,100,1.139,48
59,popB,66,54,55,48,1.139,48
60,popB,66,54,102,100,1.139,48
61,popB,66,54,76,48,1.139,48
62,popB,67,53,83,48,1.136,48
63,popB,66,54,18,100,1.134,48
64,popB,67,53,68,48,1.133,48
65,popB,68,52,86,48,1.133,48
66,popB,68,52,23,48,1.133,48
67,popB,68,52,47,48,1.133,48
68,popB,69,51,78,48,1.132,48
69,popB,69,51,13,100,1.132,48
70,popB,70,50,102,48,1.129,48
71,popB,69,51,102,100,1.132,48
72,popB,69,51,52,48,1.132,48
73,popB,70,50,34,48,1.129,48
74,popB,71,49,73,48,1.127,48
75,popB,71,49,23,48,1.127,48
76,popB,72,48,58,48,1.237,48
77,popB,72,48,68,48,1.237,48
78,popB,72,48,1,48,1.237,48
79,popB,73,47,22,48,1.234,48
80,popB,74,46,119,48,1.234,48
81,popB,74,46,108,100,1.234,48
82,popB,74,46,103,100,1.234,48
83,popB,74,46,106,48,1.234,48
84,popB,73,47,73,100,1.235,48
85,popB,73,47,8,48,1.235,48
86,popB,74,46,97,48,1.234,48
87,popB,75,45,37,48,1.23,48
88,popA,75,45,0,0,1.23,48
89,popB,75,45,1,48,1.23,48
90,popB,76,44,77,48,1.23,48
91,popB,76,44,45,48,1.23,48
92,popB,76,44,48,48,1.23,48
93,popB,76,44,104,100,1.23,48
94,popB,76,44,9,48,1.23,48
95,popB,76,44,50,48,1.23,48
96,popB,75,45,42,100,1.23,48
97,popB,75,45,17,100,1.23,48
98,popB,74,46,31,100,1.234,48
99,popB,74,46,1,48,1.234,48
100,popB,74,46,104,100,1.234,48
101,popA,74,46,0,0,1.234,48
102,popB,74,46,1,48,1.234,48
103,popB,75,45,35,48,1.232,48
104,popB,74,46,55,100,1.234,48
105,popB,75,45,6,48,1.234,48
106,popB,75,45,105,100,1.234,48
107,popA,75,45,0,0,1.234,48
108,popB,75,45,18,100,1.234,48
109,popB,76,44,60,48,1.232,48
110,popB,76,44,43,48,1.232,48
111,popB,76,44,108,100,1.232,48
112,popB,77,43,55,48,1.23,48
113,popB,78,42,31,48,1.229,48
114,popB,77,43,50,100,1.229,48
115,popB,78,42,75,48,1.23,48
116,popB,78,42,74,48,1.23,48
117,popB,78,42,118,48,1.23,48
118,popB,77,43,99,100,1.23,48
119,popB,77,43,28,48,1.23,48
120,popB,76,44,83,100,1.23,48
121,popB,76,44,25,100,1.23,48
122,popB,75,45,16,100,1.234,48
123,popB,76,44,100,48,1.232,48
124,popB,75,45,77,100,1.234,48
125,popB,76,44,73,48,1.233,48
126,popB,77,43,16,48,1.231,48
127,popB,76,44,86,100,1.231,48
128,popB,76,44,83,100,1.231,48
129,popB,76,44,85,100,1.231,48
130,popB,76,44,102,100,1.231,48
131,popB,75,45,55,100,1.246,48
132,popB,75,45,10,100,1.246,48
133,popB,74,46,81,100,1.218,48
134,popB,74,46,35,48,1.218,48
135,popB,74,46,105,100,1.218,48
136,popB,74,46,99,100,1.218,48
137,popA,74,46,0,0,1.218,48
138,popB,74,46,31,48,1.218,48
139,popB,73,47,113,100,1.22,48
140,popB,74,46,14,48,1.218,48
141,popB,73,47,92,100,1.219,48
142,popB,73,47,82,48,1.219,48
143,popB,73,47,75,48,1.219,48
144,popA,73,47,0,0,1.219,48
145,popB,74,46,83,48,1.218,48
146,popA,74,46,0,0,1.218,48
147,popB,74,46,107,100,1.218,48
148,popB,75,45,104,48,1.218,48
149,popB,74,46,6,100,1.218,48
150,popB,73,47,93,100,1.203,48
151,popB,72,48,60,100,1.105,48
152,popB,71,49,22,100,1.085,48
153,popB,71,49,16,48,1.085,48
154,popB,71,49,101,48,1.085,48
155,popB,71,49,71,100,1.085,48
156,popA,71,49,0,0,1.085,48
157,popB,71,49,1,48,1.085,48
158,popB,71,49,111,48,1.085,48
159,popB,71,49,83,48,1.085,48
160,popB,71,49,65,48,1.085,48
161,popB,72,48,86,48,1.077,48
162,popB,72,48,103,100,1.077,48
163,popB,72,48,21,100,1.077,48
164,popB,72,48,36,48,1.077,48
165,popB,72,48,80,48,1.077,48
166,popB,72,48,31,48,1.077,48
167,popB,71,49,119,100,1.079,48
168,popB,71,49,23,48,1.079,48
169,popB,71,49,107,100,1.079,48
170,popB,71,49,103,100,1.079,48
171,popB,70,50,48,100,1.086,48
172,popB,70,50,48,100,1.086,48
173,popB,70,50,117,48,1.086,48
174,popB,69,51,78,100,1.085,48
175,popB,69,51,13,100,1.085,48
176,popB,69,51,74,48,1.085,48
177,popB,69,51,14,48,1.085,48
178,popB,69,51,38,48,1.085,48
179,popB,68,52,73,100,1.085,48
180,popB,69,51,78,48,1.085,48
181,popB,69,51,65,48,1.085,48
182,popB,69,51,13,100,1.085,48
183,popB,69,51,32,48,1.085,48
184,popB,69,51,119,100,1.085,48
185,popB,69,51,62,48,1.085,48
186,popB,69,51,73,100,1.085,48
187,popB,69,51,114,100,1.085,48
188,popB,70,50,49,48,1.146,48
189,popB,70,50,19,48,1.146,48
190,popB,70,50,91,100,1.146,48
191,popB,70,50,106,48,1.146,48
192,popB,70,50,15,100,1.146,48
193,popB,70,50,71,100,1.146,48
194,popB,70,50,75,48,1.146,48
195,popB,70,50,29,100,1.146,48
196,popB,70,50,96,100,1.146,48
197,popB,69,51,88,100,1.123,48
198,popB,69,51,57,48,1.123,48
199,popB,70,50,12,48,1.122,48
200,popB,69,51,89,100,1.123,48
201,popB,68,52,20,100,1.124,48
202,popA,68,52,0,0,1.124,48
203,popB,68,52,36,48,1.124,48
204,popB,68,52,67,48,1.124,48
205,popA,68,52,0,0,1.124,48
206,popA,68,52,0,0,1.124,48
207,popB,68,52,72,48,1.124,48
208,popB,68,52,62,48,1.124,48
209,popB,68,52,29,100,1.124,48
210,popB,67,53,110,100,1.125,48
211,popB,67,53,100,48,1.125,48
212,popB,68,52,113,48,1.133,48
213,popA,68,52,0,0,1.133,48
214,popB,68,52,73,100,1.133,48
215,popA,68,52,0,0,1.133,48
216,popB,69,51,6,48,1.133,48
217,popB,69,51,90,48,1.133,48
218,popB,69,51,3,100,1.133,48
219,popB,68,52,86,100,1.134,48
220,popB,67,53,34,100,1.135,48
221,popA,67,53,0,0,1.135,48
222,popB,67,53,84,48,1.135,48
223,popA,67,53,0,0,1.135,48
224,popB,68,52,96,48,1.171,48
225,popA,68,52,0,0,1.171,48
226,popB,68,52,50,100,1.171,48
227,popA,68,52,0,0,1.171,48
228,popA,68,52,0,0,1.171,48
229,popA,68,52,0,0,1.171,48
230,popB,69,51,24,48,1.066,48
231,popB,69,51,78,48,1.066,48
232,popB,68,52,113,100,1.067,48
233,popB,69,51,7,48,1.066,48
234,popB,68,52,100,100,1.062,48
235,popB,68,52,59,100,1.062,48
236,popB,67,53,33,100,1.064,48
237,popB,68,52,44,48,1.068,48
238,popB,68,52,98,48,1.068,48
239,popB,67,53,26,100,1.071,48
240,popB,66,54,83,100,1.071,48
241,popB,67,53,73,48,1.071,48
242,popB,66,54,73,100,1.071,48
243,popB,65,55,115,100,1.069,48
244,popB,65,55,116,100,1.069,48
245,popB,64,56,78,100,1.068,48
246,popB,64,56,77,100,1.068,48
247,popB,63,57,62,100,1.066,48
248,popB,64,56,78,48,1.068,48
249,popB,64,56,89,100,1.068,48
250,popB,65,55,63,48,1.069,48
251,popB,65,55,100,100,1.069,48
252,popB,65,55,28,48,1.069,48
253,popB,66,54,48,48,1.071,48
254,popB,66,54,59,100,1.071,48
255,popB,67,53,83,48,1.071,48
256,popB,67,53,42,100,1.071,48
257,popB,66,54,28,100,1.071,48
258,popB,67,53,59,48,1.071,48
259,popB,67,53,73,100,1.071,48
260,popB,67,53,104,48,1.071,48
261,popB,67,53,77,100,1.071,48
262,popB,66,54,58,100,1.071,48
263,popB,66,54,61,48,1.071,48
264,popB,66,54,67,48,1.071,48
265,popB,65,55,46,100,1.072,48
266,popB,65,55,20,100,1.072,48
267,popB,66,54,115,48,1.071,48
268,popB,67,53,88,48,1.098,48
269,popB,68,52,18,48,1.097,48
270,popB,68,52,71,100,1.097,48
271,popB,68,52,23,48,1.097,48
272,popB,68,52,67,48,1.097,48
273,popB,69,51,50,48,1.133,48
274,popB,69,51,68,48,1.133,48
275,popB,69,51,95,48,1.133,48
276,popB,69,51,20,100,1.133,48
277,popB,69,51,8,48,1.133,48
278,popB,68,52,75,100,1.134,48
279,popB,68,52,111,48,1.134,48
280,popB,69,51,42,48,1.133,48
281,popB,70,50,46,48,1.131,48
282,popB,71,49,81,48,1.1,48
283,popB,70,50,7,100,1.1,48
284,popB,70,50,8,48,1.1,48
285,popB,71,49,10,48,1.1,48
286,popB,71,49,13,100,1.1,48
287,popB,72,48,99,48,1.098,48
288,popB,72,48,115,48,1.098,48
289,popB,72,48,69,100,1.098,48
290,popB,72,48,35,48,1.098,48
291,popB,71,49,10,100,1.099,48
292,popB,71,49,33,100,1.099,48
293,popB,71,49,38,48,1.099,48
294,popB,70,50,27,100,1.131,48
295,popB,70,50,15,100,1.131,48
296,popB,70,50,29,100,1.131,48
297,popB,69,51,42,100,1.133,48
298,popB,69,51,45,48,1.133,48
299,popB,69,51,50,48,1.133,48
300,popB,70,50,56,48,1.13,48
301,popB,71,49,71,48,1.259,48
302,popB,71,49,48,48,1.259,48
303,popA,71,49,0,0,1.259,48
304,popA,71,49,0,0,1.259,48
305,popB,71,49,104,48,1.259,48
306,popA,71,49,0,0,1.259,48
307,popA,71,49,0,0,1.259,48
308,popA,71,49,0,0,1.259,48
309,popB,71,49,48,48,1.259,48
310,popB,70,50,8,100,1.26,48
311,popA,70,50,0,0,1.26,48
312,popB,70,50,57,48,1.26,48
313,popB,70,50,34,100,1.26,48
314,popA,70,50,0,0,1.26,48
315,popA,70,50,0,0,1.26,48
316,popB,70,50,48,48,1.26,48
317,popB,70,50,15,100,1.26,48
318,popB,71,49,77,48,1.259,48
319,popB,71,49,10,100,1.259,48
320,popA,71,49,0,0,1.259,48
321,popA,71,49,0,0,1.259,48
322,popB,71,49,27,100,1.259,48
323,popB,70,50,106,100,1.279,48
324,popA,70,50,0,0,1.279,48
325,popA,70,50,0,0,1.279,48
326,popB,71,49,113,48,1.277,48
327,popB,71,49,31,48,1.277,48
328,popA,71,49,0,0,1.277,48
329,popB,71,49,54,48,1.277,48
330,popA,71,49,0,0,1.277,48
331,popA,71,49,0,0,1.277,48
332,popB,71,49,51,100,1.277,48
333,popB,71,49,54,48,1.277,48
334,popB,70,50,0,100,1.277,48
335,popB,70,50,7,100,1.277,48
336,popA,70,50,0,0,1.277,48
337,popB,70,50,9,48,1.277,48
338,popA,70,50,0,0,1.277,48
339,popB,70,50,67,48,1.277,48
340,popB,71,49,110,48,1.276,48
341,popA,71,49,0,0,1.276,48
342,popA,71,49,0,0,1.276,48
343,popB,71,49,12,48,1.276,48
344,popB,70,50,83,100,1.277,48
345,popA,70,50,0,0,1.277,48
346,popB,70,50,25,100,1.277,48
347,popB,70,50,75,100,1.277,48
348,popA,70,50,0,0,1.277,48
349,popB,70,50,87,48,1.277,48
350,popB,71,49,8,48,1.276,48
351,popB,71,49,88,48,1.276,48
352,popB,71,49,0,100,1.276,48
353,popB,71,49,29,100,1.276,48
354,popB,70,50,117,100,1.277,48
355,popB,69,51,111,100,1.278,48
356,popA,69,51,0,0,1.278,48
357,popB,69,51,8,48,1.278,48
358,popB,68,52,50,100,1.234,48
359,popB,69,51,4,48,1.234,48
360,popA,69,51,0,0,1.234,48
361,popA,69,51,0,0,1.234,48
362,popB,69,51,21,100,1.234,48
363,popB,69,51,49,48,1.234,48
364,popB,70,50,111,48,1.231,48
365,popA,70,50,0,0,1.231,48
366,popB,70,50,61,48,1.231,48
367,popB,70,50,47,48,1.231,48
368,popB,71,49,0,48,1.231,48
369,popA,71,49,0,0,1.231,48
370,popA,71,49,0,0,1.231,48
371,popB,71,49,67,48,1.231,48
372,popB,70,50,113,100,1.234,48
373,popB,70,50,113,100,1.234,48
374,popA,70,50,0,0,1.234,48
375,popB,70,50,99,48,1.234,48
376,popB,70,50,108,100,1.234,48
377,popA,70,50,0,0,1.234,48
378,popA,70,50,0,0,1.234,48
379,popA,70,50,0,0,1.234,48
380,popB,70,50,109,48,1.234,48
381,popA,70,50,0,0,1.234,48
382,popA,70,50,0,0,1.234,48
383,popA,70,50,0,0,1.234,48
384,popB,70,50,26,100,1.234,48
385,popA,70,50,0,0,1.234,48
386,popB,70,50,3,100,1.234,48
387,popB,70,50,77,48,1.234,48
388,popB,70,50,29,100,1.234,48
389,popB,70,50,50,100,1.234,48
390,popB,69,51,99,100,1.236,48
391,popB,70,50,70,48,1.221,48
392,popB,70,50,55,100,1.221,48
393,popB,70,50,7,100,1.221,48
394,popB,71,49,85,48,1.093,48
395,popB,71,49,47,48,1.093,48
396,popB,72,48,25,48,1.091,48
397,popB,72,48,21,100,1.091,48
398,popB,72,48,79,48,1.091,48
399,popB,72,48,90,48,1.091,48
400,popB,71,49,14,100,1.092,48
401,popB,70,50,43,100,1.094,48
402,popB,70,50,36,48,1.094,48
403,popB,69,51,32,100,1.094,48
404,popB,69,51,0,48,1.094,48
405,popB,70,50,92,48,1.111,48
406,popB,70,50,75,100,1.111,48
407,popB,69,51,115,100,1.114,48
408,popB,68,52,67,100,1.118,48
409,popB,67,53,76,100,1.118,48
410,popB,67,53,37,48,1.118,48
411,popB,67,53,32,100,1.118,48
412,popB,66,54,41,100,1.119,48
413,popB,65,55,37,100,1.119,48
414,popB,65,55,69,100,1.119,48
415,popB,65,55,23,48,1.119,48
416,popB,65,55,31,48,1.119,48
417,popB,65,55,41,100,1.119,48
418,popB,64,56,49,100,1.115,48
419,popB,64,56,16,48,1.115,48
420,popB,64,56,48,48,1.115,48
421,popB,63,57,78,100,1.118,48
422,popB,64,56,34,48,1.115,48
423,popB,64,56,75,100,1.115,48
424,popB,63,57,118,100,1.118,48
425,popB,63,57,82,48,1.118,48
426,popB,63,57,81,48,1.118,48
427,popB,63,57,29,100,1.118,48
428,popB,64,56,22,48,1.115,48
429,popB,64,56,50,100,1.115,48
430,popB,65,55,41,48,1.113,48
431,popB,65,55,11,48,1.113,48
432,popB,65,55,43,100,1.113,48
433,popB,65,55,112,48,1.113,48
434,popB,66,54,21,48,1.112,48
435,popB,65,55,6,100,1.112,48
436,popB,66,54,15,48,1.109,48
437,popB,66,54,12,48,1.109,48
438,popB,66,54,23,48,1.109,48
439,popB,66,54,34,48,1.109,48
440,popB,65,55,101,100,1.118,48
441,popB,64,56,82,100,1.097,48
442,popB,65,55,62,48,1.097,48
443,popB,64,56,85,100,1.097,48
444,popB,65,55,83,48,1.097,48
445,popB,65,55,87,48,1.097,48
446,popB,64,56,65,100,1.097,48
447,popB,65,55,115,48,1.096,48
448,popB,65,55,84,48,1.096,48
449,popB,65,55,29,100,1.096,48
450,popB,66,54,67,48,1.094,48
451,popB,65,55,44,100,1.092,48
452,popB,65,55,69,100,1.092,48
453,popB,66,54,89,48,1.085,48
454,popB,66,54,13,100,1.085,48
455,popB,65,55,54,100,1.092,48
456,popB,65,55,41,48,1.092,48
457,popB,64,56,12,100,1.091,48
458,popB,63,57,39,100,1.091,48
459,popB,63,57,77,48,1.091,48
460,popB,63,57,62,48,1.091,48
461,popB,63,57,77,48,1.091,48
462,popB,63,57,2,100,1.091,48
463,popB,64,56,114,48,1.09,48
464,popB,64,56,96,48,1.09,48
465,popB,64,56,17,100,1.09,48
466,popB,65,55,60,48,1.083,48
467,popB,65,55,86,100,1.083,48
468,popB,64,56,40,100,1.09,48
469,popB,65,55,66,48,1.115,48
470,popB,65,55,86,100,1.115,48
471,popB,64,56,87,100,1.114,48
472,popB,65,55,73,48,1.109,48
473,popB,65,55,16,48,1.109,48
474,popB,65,55,91,100,1.109,48
475,popA,65,55,0,0,1.109,48
476,popA,65,55,0,0,1.109,48
477,popB,66,54,17,48,1.081,48
478,popB,66,54,82,100,1.081,48
479,popB,65,55,8,100,1.112,48
480,popB,65,55,5,100,1.112,48
481,popB,65,55,80,48,1.112,48
482,popB,66,54,29,48,1.115,48
483,popB,66,54,101,100,1.115,48
484,popA,66,54,0,0,1.115,48
485,popB,66,54,87,100,1.115,48
486,popB,65,55,36,100,1.109,48
487,popB,64,56,41,100,1.113,48
488,popB,65,55,82,48,1.112,48
489,popB,66,54,113,48,1.114,48
490,popB,66,54,65,100,1.114,48
491,popB,66,54,87,100,1.114,48
492,popB,66,54,26,100,1.114,48
493,popB,65,55,22,100,1.118,48
494,popB,66,54,12,48,1.118,48
495,popB,67,53,50,48,1.117,48
496,popB,67,53,39,100,1.117,48
497,popB,67,53,103,100,1.117,48
498,popB,67,53,89,48,1.117,48
499,popB,68,52,102,48,1.116,48
500,popB,68,52,26,100,1.116,48
0,popB,56,64,0,100,1.143,49
1,popB,56,64,98,100,1.143,49
2,popB,56,64,86,100,1.143,49
3,popB,56,64,64,100,1.143,49
4,popB,55,65,79,100,1.144,49
5,popB,54,66,105,100,1.144,49
6,popB,53,67,90,100,1.103,49
7,popA,53,67,0,0,1.103,49
8,popB,53,67,111,49,1.103,49
9,popB,52,68,83,100,1.104,49
10,popB,51,69,92,100,1.095,49
11,popB,51,69,104,100,1.095,49
12,popB,52,68,7,49,1.102,49
13,popB,52,68,84,49,1.102,49
14,popB,52,68,89,49,1.102,49
15,popB,52,68,94,49,1.102,49
16,popB,52,68,76,100,1.102,49
17,popB,52,68,15,49,1.102,49
18,popB,51,69,9,100,1.099,49
19,popB,51,69,0,100,1.099,49
20,popB,51,69,49,49,1.099,49
21,popB,51,69,54,49,1.099,49
22,popB,52,68,2,49,1.099,49
23,popB,51,69,89,100,1.1,49
24,popB,50,70,70,100,1.1,49
25,popB,51,69,52,49,1.1,49
26,popB,52,68,114,49,1.099,49
27,popB,53,67,116,49,1.095,49
28,popB,53,67,107,49,1.095,49
29,popB,52,68,41,100,1.099,49
30,popB,52,68,83,100,1.099,49
31,popB,53,67,40,49,1.095,49
32,popB,53,67,78,49,1.095,49
33,popB,54,66,29,49,1.095,49
34,popB,54,66,77,100,1.095,49
35,popB,55,65,38,49,1.103,49
36,popB,54,66,81,100,1.102,49
37,popB,54,66,5,49,1.102,49
38,popB,54,66,103,49,1.102,49
39,popB,55,65,85,49,1.102,49
40,popB,55,65,107,49,1.102,49
41,popB,55,65,64,100,1.102,49
42,popB,54,66,58,100,1.102,49
43,popB,54,66,106,100,1.102,49
44,popB,54,66,75,100,1.102,49
45,popB,53,67,84,100,1.105,49
46,popB,54,66,80,49,1.102,49
47,popB,54,66,58,100,1.102,49
48,popB,53,67,108,100,1.105,49
49,popB,54,66,53,49,1.104,49
50,popB,55,65,27,49,1.142,49
51,popB,55,65,99,49,1.142,49
52,popB,55,65,111,49,1.142,49
53,popB,54,66,4,100,1.142,49
54,popB,54,66,7,49,1.142,49
55,popB,55,65,92,49,1.152,49
56,popB,55,65,8,49,1.152,49
57,popB,56,64,21,49,1.15,49
58,popB,56,64,49,49,1.15,49
59,popB,56,64,101,49,1.15,49
60,popB,55,65,53,100,1.152,49
61,popB,55,65,116,49,1.152,49
62,popB,56,64,53,49,1.15,49
63,popB,56,64,83,100,1.15,49
64,popB,56,64,75,100,1.15,49
65,popA,56,64,0,0,1.15,49
66,popB,56,64,28,100,1.15,49
67,popB,57,63,44,49,1.149,49
68,popB,57,63,87,100,1.149,49
69,popB,57,63,117,100,1.149,49
70,popB,57,63,49,49,1.149,49
71,popA,57,63,0,0,1.149,49
72,popB,57,63,12,100,1.149,49
73,popA,57,63,0,0,1.149,49
74,popB,58,62,45,49,1.147,49
75,popB,58,62,113,100,1.147,49
76,popB,59,61,86,49,1.146,49
77,popB,59,61,42,100,1.146,49
78,popB,59,61,74,49,1.146,49
79,popB,58,62,110,100,1.147,49
80,popB,59,61,71,49,1.072,49
81,popB,59,61,99,49,1.072,49
82,popB,59,61,115,49,1.072,49
83,popB,58,62,7,100,1.072,49
84,popB,58,62,78,49,1.072,49
85,popB,58,62,71,49,1.072,49
86,popB,58,62,45,49,1.072,49
87,popB,58,62,73,100,1.072,49
88,popB,57,63,2,100,1.072,49
89,popB,58,62,95,49,1.071,49
90,popB,57,63,30,100,1.073,49
91,popB,56,64,14,100,1.073,49
92,popB,56,64,10,100,1.073,49
93,popB,56,64,46,100,1.073,49
94,popB,57,63,104,49,1.073,49
95,popB,56,64,21,100,1.073,49
96,popB,57,63,2,49,1.073,49
97,popB,58,62,68,49,1.073,49
98,popB,58,62,55,49,1.073,49
99,popB,58,62,88,100,1.073,49
100,popB,57,63,66,100,1.074,49
101,popB,57,63,95,49,1.074,49
102,popB,57,63,34,100,1.074,49
103,popB,57,63,24,49,1.074,49
104,popB,56,64,107,100,1.075,49
105,popB,57,63,63,49,1.073,49
106,popB,58,62,0,49,1.073,49
107,popB,59,61,70,49,1.073,49
108,popB,58,62,37,100,1.073,49
109,popB,57,63,54,100,1.075,49
110,popB,58,62,46,49,1.073,49
111,popB,57,63,119,100,1.074,49
112,popB,57,63,79,100,1.074,49
113,popB,56,64,116,100,1.075,49
114,popB,57,63,67,49,1.074,49
115,popB,56,64,45,100,1.075,49
116,popB,56,64,55,49,1.075,49
117,popB,56,64,39,100,1.075,49
118,popB,57,63,83,49,1.074,49
119,popB,56,64,46,100,1.074,49
120,popB,56,64,14,100,1.074,49
121,popB,57,63,43,49,1.074,49
122,popB,57,63,65,100,1.074,49
123,popA,57,63,0,0,1.074,49
124,popB,57,63,75,100,1.074,49
125,popB,57,63,51,49,1.074,49
126,popB,57,63,22,100,1.074,49
127,popB,56,64,92,100,1.076,49
128,popB,57,63,10,49,1.073,49
129,popB,58,62,66,49,1.073,49
130,popB,57,63,8,100,1.073,49
131,popA,57,63,0,0,1.073,49
132,popB,58,62,30,49,1.073,49
133,popB,59,61,73,49,1.049,49
134,popB,59,61,88,100,1.049,49
135,popB,59,61,73,49,1.049,49
136,popB,59,61,75,100,1.049,49
137,popB,59,61,78,49,1.049,49
138,popB,59,61,20,49,1.049,49
139,popB,60,60,6,49,1.049,49
140,popB,60,60,111,49,1.049,49
141,popB,59,61,97,100,1.049,49
142,popB,60,60,42,49,1.006,49
143,popB,60,60,87,100,1.006,49
144,popB,61,59,59,49,1.007,49
145,popB,61,59,82,49,1.007,49
146,popB,61,59,6,49,1.007,49
147,popB,61,59,78,49,1.007,49
148,popB,62,58,105,49,1.006,49
149,popB,62,58,12,100,1.006,49
150,popB,62,58,12,100,1.006,49
151,popB,62,58,60,49,1.006,49
152,popB,62,58,109,49,1.006,49
153,popB,62,58,43,49,1.006,49
154,popB,62,58,105,49,1.006,49
155,popB,61,59,52,100,1.082,49
156,popB,62,58,11,49,1.069,49
157,popB,62,58,4,100,1.069,49
158,popB,62,58,100,100,1.069,49
159,popB,62,58,34,100,1.069,49
160,popB,62,58,42,49,1.069,49
161,popB,61,59,99,100,1.07,49
162,popB,61,59,85,49,1.07,49
163,popB,61,59,32,49,1.07,49
164,popB,62,58,84,49,1.069,49
165,popB,61,59,31,100,1.07,49
166,popB,61,59,56,49,1.07,49
167,popB,61,59,116,100,1.07,49
168,popB,61,59,19,100,1.07,49
169,popB,60,60,16,100,1.071,49
170,popB,60,60,54,100,1.071,49
171,popB,60,60,1,100,1.071,49
172,popB,60,60,51,49,1.071,49
173,popB,61,59,22,49,1.072,49
174,popB,61,59,25,49,1.072,49
175,popB,61,59,12,100,1.072,49
176,popB,60,60,118,100,1.071,49
177,popB,60,60,73,49,1.071,49
178,popB,60,60,81,100,1.071,49
179,popB,59,61,114,100,1.072,49
180,popB,59,61,95,49,1.072,49
181,popB,58,62,60,100,1.074,49
182,popB,59,61,99,49,1.073,49
183,popB,59,61,14,100,1.073,49
184,popB,59,61,76,100,1.073,49
185,popB,59,61,100,100,1.073,49
186,popB,60,60,34,49,1.072,49
187,popB,60,60,38,49,1.072,49
188,popB,60,60,44,49,1.072,49
189,popB,59,61,101,100,1.073,49
190,popB,59,61,7,100,1.073,49
191,popB,60,60,46,49,1.073,49
192,popB,61,59,19,49,1.07,49
193,popB,62,58,90,49,1.07,49
194,popB,61,59,109,100,1.07,49
195,popB,60,60,10,100,1.072,49
196,popB,60,60,115,49,1.072,49
197,popA,60,60,0,0,1.072,49
198,popB,59,61,25,100,1.073,49
199,popB,58,62,44,100,1.073,49
200,popB,59,61,62,49,1.072,49
201,popB,59,61,22,49,1.072,49
202,popB,59,61,53,49,1.072,49
203,popB,60,60,7,49,1.072,49
204,popB,60,60,91,49,1.072,49
205,popB,60,60,77,100,1.072,49
206,popB,59,61,6,100,1.072,49
207,popB,58,62,61,100,1.073,49
208,popB,58,62,51,49,1.073,49
209,popB,57,63,83,100,1.074,49
210,popB,56,64,55,100,1.076,49
211,popB,57,63,26,49,1.074,49
212,popB,57,63,14,100,1.074,49
213,popB,57,63,68,49,1.074,49
214,popB,57,63,102,100,1.074,49
215,popB,56,64,78,100,1.076,49
216,popB,56,64,83,100,1.076,49
217,popB,56,64,33,100,1.076,49
218,popB,56,64,79,100,1.076,49
219,popB,57,63,41,49,1.154,49
220,popA,57,63,0,0,1.154,49
221,popB,57,63,21,100,1.154,49
222,popB,58,62,112,49,1.152,49
223,popB,58,62,112,49,1.152,49
224,popB,59,61,107,49,1.152,49
225,popB,59,61,51,49,1.152,49
226,popB,59,61,115,49,1.152,49
227,popB,59,61,71,49,1.152,49
228,popB,59,61,18,100,1.152,49
229,popB,59,61,63,49,1.152,49
230,popB,59,61,21,100,1.152,49
231,popB,59,61,110,100,1.152,49
232,popB,59,61,53,49,1.152,49
233,popA,59,61,0,0,1.152,49
234,popB,60,60,64,49,1.073,49
235,popB,59,61,103,100,1.073,49
236,popB,60,60,13,49,1.073,49
237,popB,60,60,17,49,1.073,49
238,popB,60,60,37,100,1.073,49
239,popB,61,59,65,49,1.079,49
240,popB,61,59,105,49,1.079,49
241,popB,61,59,34,49,1.079,49
242,popB,60,60,24,100,1.082,49
243,popB,60,60,31,100,1.082,49
